ID_OREGANO:18333	PHARMGKB	MESH	 SNOMEDCT	 UMLS	 NDFRT	 MEDDRA	SNOMEDCT	NDFRT	 MESH	MEDDRA	UMLS	ORPHANET	ICD-11	ICD-10	OMIM	GARD
DISEASE:4815												155838	LA21.Y	Q18.1		
DISEASE:4816												155867				
DISEASE:4819												141265	LA51	Q18.8		
DISEASE:4820												1466	LD2B	Q87.1		6027
DISEASE:4821												141269				
DISEASE:4827												141091	LA70	Q30.8		
DISEASE:4832												141099	LA70.Y	Q30.8		
DISEASE:4833												141096	LA70.Y	Q30.8		
DISEASE:4835												141107	LA70.Y	D10.6		
DISEASE:4837												141115	2A00.21			
DISEASE:4841												141051		Q18.8		
DISEASE:4842												141064	LA5Y	Q38.0		
DISEASE:4843												1396				
DISEASE:4844												141061	LA5Y	Q38.0		
DISEASE:4845												141071		Q38.3		
DISEASE:4847												141067	LA6Y	Q18.8		
DISEASE:4852												141074	LA22.2	Q16.1		
DISEASE:4853												141152		Q38.3		
DISEASE:4855												141163	LD25.0Y	Q38.3		
DISEASE:4856												141168	LA90.3Y	Q27.3		
DISEASE:4857												141171		Q27.3		
DISEASE:4859												141174	LA90.3Y	Q27.3		
DISEASE:4862												1420				
DISEASE:4865												1421				
DISEASE:4867												141132		Q87.0		12074
DISEASE:4868												141136		Q87.0		6582
DISEASE:4874												1376				
DISEASE:4876												156643				
DISEASE:4877												156638				
DISEASE:4878												156629				
DISEASE:4880												156622				
DISEASE:4881												156619				
DISEASE:4883												156610				
DISEASE:4885												156607				
DISEASE:4886												156604				
DISEASE:4887												156601				
DISEASE:4888												156532				
DISEASE:4889												156252	LA73			
DISEASE:4895												1390		Q87.8		
DISEASE:4896												157820	8C21.Y	G90.8		
DISEASE:4898												157798		D12.6		
DISEASE:4903												157794	2E92.40	D12.6		
DISEASE:4906												157716	8A44.3	E75.2		
DISEASE:4908												157719	8A44.3	E75.2		
DISEASE:4910												157713	8A44.3	E75.2		
DISEASE:4915												156159				
DISEASE:4917												156156		E34.8		
DISEASE:4918												156165				
DISEASE:4920												156162				
DISEASE:4921												156146				
DISEASE:4923												156143				
DISEASE:4926												156149				
DISEASE:4927												1314		G93.8		5070
DISEASE:4928												156071				
DISEASE:4929												156005				2490
DISEASE:4931												156140				
DISEASE:4934												155889		Q10.3		
DISEASE:4936												1307	LD41.90	Q92.3		3252
DISEASE:4937												155884		Q10.3		
DISEASE:4939												155896	LD2F.16			
DISEASE:4941												156237				
DISEASE:4943												156243				
DISEASE:4944												156246	LA70			
DISEASE:4947												156249	LA71	Q31		
DISEASE:4948												156212	LA31.1	Q38.3		
DISEASE:4950												156215	LD25.0			
DISEASE:4951												156224				
DISEASE:4953												156230				
DISEASE:4954												156180				
DISEASE:4956												156183				
DISEASE:4957												156202				
DISEASE:4959												1339				
DISEASE:4960												156168				
DISEASE:4962												156171				
DISEASE:4963												156174				
DISEASE:4965												156177				
DISEASE:4969												1680				
DISEASE:4971												1757		Q74.8		
DISEASE:4973												1767				5489
DISEASE:4975												140162				
DISEASE:4979												1772		Q98.7		
DISEASE:4983												1792				3137
DISEASE:4987												139441	8A44.3	E75.2		10917
DISEASE:4989												139444	8A44.3	E75.2		
DISEASE:4990												139447	8A44.3	E75.2		
DISEASE:4993												139455		H35.5		
DISEASE:4994												1575				
DISEASE:4997												1577				
DISEASE:5001												139477		E77.8		
DISEASE:5007												139491				
DISEASE:5008												139498		E83.1		
DISEASE:5010												1651				
DISEASE:5012												1654				
DISEASE:5014												139512	LD2H.1	G60.8		
DISEASE:5027												139573	8C21.Y	G60.8		
DISEASE:5028												1665		Q02		
DISEASE:5030												139583	8C21.Y	G60.8		12731
DISEASE:5033												139589	8B61.4	G12.2		
DISEASE:5037												1548		Q87.8		860
DISEASE:5041												140905		E78.4		12864
DISEASE:5043												1535		Q87.0		2479
DISEASE:5045												1533				
DISEASE:5046												140874				
DISEASE:5049												140957		D69.4		
DISEASE:5050												140944	LD2C	Q87.3		10939
DISEASE:5051												140949	GB06.1	N48.3		
DISEASE:5054												140941	5A61.0	E34.3		
DISEASE:5055												1553		Q87.0		5584
DISEASE:5062												140966	EC20.30	Q82.8		
DISEASE:5065												1557				3425
DISEASE:5066												141046		Q18.8		
DISEASE:5069												141037		Q18.0		
DISEASE:5070												141030		Q18.0		
DISEASE:5071												141022		Q18.0		
DISEASE:5073												141013	LA6Y	Q18.0		
DISEASE:5081												1499				
DISEASE:5082												140432				
DISEASE:5085												140450				
DISEASE:5086												140453				
DISEASE:5088												140286	5A50.01	E20.8		
DISEASE:5089												1495		Q87.8		12487
DISEASE:5090												140428				
DISEASE:5091												140468				
DISEASE:5094												140474				
DISEASE:5095												140477				
DISEASE:5097												140456				
DISEASE:5098												140459				
DISEASE:5099												140462				
DISEASE:5101												140465				
DISEASE:5104												140503				
DISEASE:5110												140500				
DISEASE:5113												1526				
DISEASE:5115												140653				
DISEASE:5118												1521		Q87.8		428
DISEASE:5134												1956				
DISEASE:5135												1926	KB60.1	P00.4		
DISEASE:5139												1940				4859
DISEASE:5140												1920	LD2F.0Y	Q86.8		
DISEASE:5141												1919	LD2F.0Y	Q86.8		4315
DISEASE:5143												1923	LD2F.0Y	Q86.8		3573
DISEASE:5155												1909	LD2F.0Y	Q86.8		2303
DISEASE:5171												1872	9B70	H35.5		10790
DISEASE:5175												1865	LD24.3	Q77.7		2026
DISEASE:5177												254	LD24.4			
DISEASE:5178												1850				4791
DISEASE:5179												1852		Q14.1		
DISEASE:5188												1825		Q87.0		2178
DISEASE:5190												1823				
DISEASE:5199												1800				
DISEASE:5205												2129				
DISEASE:5211												2145	LD24.GY	Q75.0		
DISEASE:5212												2149	LA05.5Y	Q04.8		
DISEASE:5215												158057	3B62.Y	D76.1		
DISEASE:5220												2112				
DISEASE:5222												158124				
DISEASE:5224												2115		Q87.8		2601
DISEASE:5225												158300				
DISEASE:5229												2120				
DISEASE:5232												2123	2E81.2Y	Q82.8		1861
DISEASE:5235												157991	EE81	D76.3		
DISEASE:5239												158008	EE81	D76.3		
DISEASE:5243												158025	EE8Y	D76.3		
DISEASE:5244												158022	EE81	D76.3		
DISEASE:5247												158019		D76.3		
DISEASE:5253												2104		Q87.8		
DISEASE:5255												2099				
DISEASE:5270												157962		Q87.8		
DISEASE:5277												157980		C67.2;C67.3;C67.4;C67.5;C67.6;C67.7;C67.8;C67.0;C67.1		
DISEASE:5281												2081				1206
DISEASE:5289												2060				2411
DISEASE:5295												2026	LD27.0Y	L68.8		2324
DISEASE:5299												158796				
DISEASE:5301												158799				
DISEASE:5309												2029		M89.2		
DISEASE:5310												2042				
DISEASE:5312												158769	2A21.10	Q82.2		
DISEASE:5313												2006		Q36.1		
DISEASE:5314												158766	2A21.10	Q82.2		
DISEASE:5316												2003	LD2H.Y	Q87.8		
DISEASE:5319												2004	LA72	Q32.1		
DISEASE:5322												158676		Q81.2		
DISEASE:5323												158673		Q81.2		
DISEASE:5326												158793				
DISEASE:5330												158778	2A21.0Y	D47.0		
DISEASE:5331												158775		C96.2		
DISEASE:5332												158772	2A21.10	Q82.2		
DISEASE:5338												158661				
DISEASE:5339												158665				
DISEASE:5349												247790		E83.1		
DISEASE:5350												247798		D12.6		10805
DISEASE:5352												247794		E88.8		
DISEASE:5353												247815		G11.8		
DISEASE:5354												247806		D12.6		
DISEASE:5360												247724		M60.8		
DISEASE:5361												247718		G72.4		
DISEASE:5362												247765				
DISEASE:5372												2335		K18.6		
DISEASE:5373												247638		E83.3		
DISEASE:5375												2337	EC20.30	Q82.8		1862
DISEASE:5382												247378		D75.1		
DISEASE:5385												247511		D75.1		
DISEASE:5387												247522	LA75.Y	Q34.8		
DISEASE:5389												247546		E72.2		
DISEASE:5391												247573		E72.2		
DISEASE:5395												248404				
DISEASE:5397												248401				
DISEASE:5399												2405	LD2H.Y	H90.0		2195
DISEASE:5400												248368				
DISEASE:5401												248365				
DISEASE:5403												250165				
DISEASE:5404												2412		Q87.2		1428
DISEASE:5408												248326				
DISEASE:5410												248315				
DISEASE:5412												248308				
DISEASE:5414												248305				
DISEASE:5415												248361				
DISEASE:5416												248358				
DISEASE:5417												248347				
DISEASE:5418												248340	3B62.3	D69.1		
DISEASE:5422												247871				
DISEASE:5423												2386		Q82.8		3232
DISEASE:5425												248302				
DISEASE:5429												248296				
DISEASE:5431												247834	9B75.Y	H35.5		
DISEASE:5433												247839				
DISEASE:5434												2369	LD2F.1Y	Q87.8		3251
DISEASE:5435												247820		Q82.8		
DISEASE:5436												247827		Q82.8		
DISEASE:5437												247861				
DISEASE:5440												247846				
DISEASE:5442												247854				
DISEASE:5443												2454				
DISEASE:5448												2439		Q87.0		4260
DISEASE:5449												244305		N25.8		
DISEASE:5450												244283		Q44.2		
DISEASE:5455												244275		M31.1		
DISEASE:5460												243377		E10		
DISEASE:5462												243761		I10		
DISEASE:5465												2419				
DISEASE:5471												247245		I69.0		
DISEASE:5472												247242	8A03.3			
DISEASE:5473												2486				5242
DISEASE:5474												247239	8A03.2			
DISEASE:5475												247234		G31.8		
DISEASE:5477												247198		G31.8		
DISEASE:5480												247165		T56.1		
DISEASE:5484												2476		Q00.0		3438
DISEASE:5485												2474				
DISEASE:5492												2463		Q87.8		
DISEASE:5497												251633				
DISEASE:5499												2174				2751
DISEASE:5501												2176	EE6Y	E78.8		6807
DISEASE:5510												251668				
DISEASE:5513												251674		C71.9		
DISEASE:5515												2190				
DISEASE:5518												251852				
DISEASE:5520												387		L73.2		
DISEASE:5521												251561				
DISEASE:5533												2156				
DISEASE:5540												2165		Q04.2		2722
DISEASE:5547												251927		C72.9		
DISEASE:5550												251919		D44.5		10644
DISEASE:5552												251924				
DISEASE:5554												251940	2A00.21	D33.0		
DISEASE:5557												2227		K00.0		
DISEASE:5558												251934	2A00.21			
DISEASE:5560												251937	2A00.21	D36.1		10638
DISEASE:5563												251975	2A00.21	D33.1		
DISEASE:5564												2230		E23.0		324
DISEASE:5568												252006	2A00.1Y	C72.9		
DISEASE:5570												252015	2A00.1Y	C71.2		
DISEASE:5574												251995				
DISEASE:5576												251867	2A00.10	C71.6		
DISEASE:5581												251858	2A00.10	C71.6		
DISEASE:5583												251855	2A00.10	C71.6		
DISEASE:5585												2206	LD24.H	M48.1		842
DISEASE:5595												251891				
DISEASE:5599												2218	LD27.3	G60.0		1226
DISEASE:5602												251905				
DISEASE:5603												2216	LD2F.Y	Q86.8		2856
DISEASE:5605												2266		Q82.4		
DISEASE:5606												251028		Q93.5		
DISEASE:5609												2267				
DISEASE:5610												250999	LD44.10	Q93.5		3738
DISEASE:5611												2261		Q87.8		2928
DISEASE:5612												251004	LD45.1	Q99.8		
DISEASE:5613												251009	LD45.0	Q99.8		
DISEASE:5614												251014	LD44.20	Q93.5		
DISEASE:5615												251061		Q93.5		
DISEASE:5616												251066	LD44.81	Q93.5		
DISEASE:5618												251071	LD44.81	Q93.5		3769
DISEASE:5620												251076	LD41.71	Q92.3		10304
DISEASE:5622												251043		Q93.2		10841
DISEASE:5625												251046		Q93.5		
DISEASE:5627												2271		Q87.8		1489
DISEASE:5628												251056		Q93.5		3764
DISEASE:5629												250808				
DISEASE:5630												2245				
DISEASE:5631												250805				
DISEASE:5632												2246	LD20.0Y	Q04.3		1196
DISEASE:5633												250831	6D83	G31.0		10791
DISEASE:5635												250811				
DISEASE:5636												2239	5A50.0Y	E20.8		
DISEASE:5638												2243				2918
DISEASE:5639												250984	LD2F.1Y	Q87.5		
DISEASE:5641												2257	LA75.2	Q33.6		
DISEASE:5643												2258				
DISEASE:5646												2250		Q87.0		
DISEASE:5649												250908				
DISEASE:5653												250932		H47.2		
DISEASE:5654												251380	3A51.3	D57.2		
DISEASE:5656												251383		Q87.0		
DISEASE:5663												251355				12459
DISEASE:5664												2292				
DISEASE:5665												251535				
DISEASE:5670												251529	LD2F.0			
DISEASE:5672												251510		Q56.1		
DISEASE:5676												251393		Q81.8		12923
DISEASE:5680												2282		Q87.8		
DISEASE:5684												251274		E26.0		12362
DISEASE:5689												251332		R65.2		
DISEASE:5690												251328		I77.6		
DISEASE:5692												251325	4A85.03	M31.8		
DISEASE:5694												251316				
DISEASE:5698												251307		I09.2		
DISEASE:5699												2286				
DISEASE:5700												251304	EB7Y	M08.8		
DISEASE:5701												2675				
DISEASE:5702												254843				
DISEASE:5704												254846				
DISEASE:5705												254837				
DISEASE:5709												2679				
DISEASE:5711												254864	8C73.Y	G71.3		
DISEASE:5712												2676				3959
DISEASE:5713												254851	8C73.Y	E88.8		
DISEASE:5714												254854	8C73.Y	G71.3		
DISEASE:5716												254807	5C53.21			
DISEASE:5720												254793				
DISEASE:5722												254803				
DISEASE:5724												254830	5C53.30			
DISEASE:5726												254834	5C53.31			
DISEASE:5728												254822				
DISEASE:5730												254827	5C53.3			
DISEASE:5731												254930	5C53.23	E88.8		
DISEASE:5734												2694				
DISEASE:5737												254913	5C53.25	E88.8		
DISEASE:5743												255117				
DISEASE:5744												2699		Q18.8		3440
DISEASE:5750												254902	5C53.2Y	E88.8		
DISEASE:5751												2690		D82.8		3982
DISEASE:5752												254898	5C53.22	E88.8		
DISEASE:5754												254892	9C82.0	H49.4		4503
DISEASE:5758												2716				
DISEASE:5763												255199				
DISEASE:5764												2703		Q03.8		4014
DISEASE:5766												2706				
DISEASE:5767												2705				
DISEASE:5768												255225				
DISEASE:5769												2708				
DISEASE:5772												255235		G31.8		
DISEASE:5774												255241	5C53.24	G31.8		
DISEASE:5776												255249	5C53.24	G31.8		
DISEASE:5780												2732	LD2H.Y	Q04.8		4070
DISEASE:5781												2733	LD24.A	Q78.8		
DISEASE:5785												2722	LD27.0Y	Q82.4		4051
DISEASE:5786												2723	LD27.0Y	Q82.4		
DISEASE:5788												260305	3A72.00	D64.0		
DISEASE:5789												2725				10054
DISEASE:5798												252131				7180
DISEASE:5799												252057				12697
DISEASE:5800												252050		C70.9		12016
DISEASE:5802												2742				
DISEASE:5805												252031		C70.9		
DISEASE:5809												252028				
DISEASE:5810												252018		D48.7		
DISEASE:5813												252021	2A00.1Y	C72.9		
DISEASE:5815												2776	FB86.2	M89.5		4299
DISEASE:5817												254361		G71.0		12542
DISEASE:5819												254351		Q93.5		
